age,workclass,education,sex,hours_per_week,native_country,income
19,Private,Some-college,Male,40,United-States,<=50K
20,Private,11th,Male,20,United-States,<=50K
19,State-gov,Some-college,Male,24,United-States,<=50K
22,Local-gov,Some-college,Female,25,United-States,<=50K
18,Private,12th,Male,14,United-States,<=50K
21,Local-gov,Some-college,Female,,United-States,<=50K
24,Private,HS-grad,Female,15,United-States,<=50K
17,Private,11th,Male,40,United-States,<=50K
77,Self-emp-not-inc,HS-grad,Male,20,United-States,<=50K
90,,HS-grad,Male,,United-States,<=50K
38,State-gov,HS-grad,Female,38,United-States,<=50K
20,Private,9th,Female,20,United-States,<=50K
39,Private,Some-college,Female,45,United-States,<=50K
33,Private,9th,Male,55,United-States,<=50K
38,Private,10th,Male,40,United-States,<=50K
25,Private,HS-grad,Female,40,United-States,<=50K
50,Self-emp-not-inc,Bachelors,Male,13,United-States,<=50K
38,Private,HS-grad,Male,40,United-States,<=50K
53,Private,11th,Male,40,United-States,<=50K
28,Private,Bachelors,Female,40,Cuba,<=50K
37,Private,Masters,Female,40,United-States,<=50K
49,Private,9th,Female,16,Jamaica,<=50K
52,Self-emp-not-inc,HS-grad,Male,45,United-States,>50K
37,Private,Some-college,Male,80,United-States,>50K
30,State-gov,Bachelors,Male,40,India,>50K
23,Private,Bachelors,Female,30,United-States,<=50K
32,Private,Assoc-acdm,Male,50,United-States,<=50K
40,Private,Assoc-voc,Male,40,,>50K
34,Private,7th-8th,Male,45,Mexico,<=50K
25,Self-emp-not-inc,HS-grad,Male,35,United-States,<=50K
32,Private,HS-grad,Male,40,United-States,<=50K
38,Private,11th,Male,50,United-States,<=50K
43,Self-emp-not-inc,Masters,Female,45,United-States,>50K
40,Private,Doctorate,Male,60,United-States,>50K
54,Private,HS-grad,Female,20,United-States,<=50K
35,Federal-gov,9th,Male,40,United-States,<=50K
59,Private,HS-grad,Female,40,United-States,<=50K
56,Local-gov,Bachelors,Male,40,United-States,>50K
19,Private,HS-grad,Male,40,United-States,<=50K
54,,Some-college,Male,60,South,>50K
39,Private,HS-grad,Male,80,United-States,<=50K
49,Private,HS-grad,Male,40,United-States,<=50K
23,Local-gov,Assoc-acdm,Male,52,United-States,<=50K
20,Private,Some-college,Male,44,United-States,<=50K
30,Federal-gov,Some-college,Male,40,United-States,<=50K
22,State-gov,Some-college,Male,15,United-States,<=50K
48,Private,11th,Male,40,Puerto-Rico,<=50K
21,Private,Some-college,Male,40,United-States,<=50K
19,Private,HS-grad,Female,25,United-States,<=50K
31,Private,Some-college,Male,38,,>50K
48,Self-emp-not-inc,Assoc-acdm,Male,40,United-States,<=50K
31,Private,9th,Male,43,United-States,<=50K
53,Self-emp-not-inc,Bachelors,Male,40,United-States,<=50K
24,Private,Bachelors,Male,50,United-States,<=50K
49,Private,HS-grad,Female,40,United-States,<=50K
25,Private,HS-grad,Male,35,United-States,<=50K
57,Federal-gov,Bachelors,Male,40,United-States,>50K
53,Private,HS-grad,Male,38,United-States,<=50K
44,Private,Masters,Female,40,United-States,<=50K
41,State-gov,Assoc-voc,Male,40,United-States,<=50K
29,Private,Assoc-voc,Male,43,United-States,<=50K
25,Private,Some-college,Female,40,United-States,<=50K
18,Private,HS-grad,Female,30,,<=50K
50,Federal-gov,Bachelors,Male,55,United-States,>50K
47,Self-emp-inc,HS-grad,Male,60,United-States,<=50K
43,Private,Some-college,Male,40,United-States,>50K
46,Private,5th-6th,Male,40,Mexico,<=50K
35,Private,Assoc-voc,Male,40,Puerto-Rico,<=50K
41,Private,HS-grad,Male,48,United-States,<=50K
32,,7th-8th,Male,40,,<=50K
48,Private,HS-grad,Male,40,United-States,<=50K
42,Private,Doctorate,Male,45,United-States,>50K
29,Private,Some-college,Male,58,United-States,<=50K
36,Private,HS-grad,Male,40,United-States,<=50K
28,Private,Some-college,Female,40,United-States,<=50K
53,Private,HS-grad,Female,40,United-States,>50K
49,Self-emp-inc,Some-college,Male,50,United-States,>50K
25,,Some-college,Male,40,United-States,<=50K
19,Private,Some-college,Male,32,United-States,<=50K
31,Private,Bachelors,Female,40,United-States,<=50K
29,Self-emp-not-inc,Bachelors,Male,70,United-States,>50K
23,Private,Some-college,Male,40,United-States,<=50K
79,Private,Some-college,Male,20,United-States,<=50K
27,Private,HS-grad,Male,40,Mexico,<=50K
40,Private,Assoc-acdm,Male,40,United-States,<=50K
67,,10th,Male,,United-States,<=50K
18,Private,11th,Female,22,United-States,<=50K
31,Local-gov,7th-8th,Male,40,United-States,<=50K
18,Private,HS-grad,Male,30,United-States,<=50K
52,Private,Bachelors,Male,40,Cuba,<=50K
46,Private,HS-grad,Female,40,United-States,<=50K
59,Private,HS-grad,Male,48,United-States,<=50K
53,Private,HS-grad,Female,35,United-States,<=50K
49,Local-gov,HS-grad,Male,40,United-States,>50K
33,Private,Masters,Male,50,United-States,<=50K
30,Private,9th,Male,40,United-States,<=50K
43,Federal-gov,Doctorate,Female,50,United-States,>50K
57,Private,Assoc-voc,Male,40,United-States,<=50K
37,Private,Some-college,Female,40,United-States,<=50K
28,Private,Some-college,Female,25,United-States,<=50K
34,Local-gov,Bachelors,Male,40,United-States,>50K
29,Local-gov,Some-college,Male,50,United-States,<=50K
37,Private,Some-college,Male,48,United-States,>50K
48,Private,Assoc-acdm,Female,40,England,<=50K
32,Federal-gov,HS-grad,Male,40,United-States,<=50K
76,Private,Masters,Male,40,United-States,>50K
47,Self-emp-not-inc,Masters,Female,50,United-States,<=50K
20,Private,Some-college,Female,40,United-States,<=50K
29,Private,HS-grad,Male,40,United-States,<=50K
30,Private,11th,Male,40,United-States,<=50K
31,Local-gov,HS-grad,Female,40,United-States,<=50K
42,Private,HS-grad,Male,40,United-States,<=50K
24,Private,Bachelors,Male,40,United-States,<=50K
38,Private,Prof-school,Male,40,United-States,>50K
36,Private,HS-grad,Female,40,United-States,<=50K
53,Private,9th,Male,50,United-States,<=50K
56,Self-emp-inc,Some-college,Male,50,United-States,<=50K
49,Local-gov,Assoc-voc,Male,40,United-States,>50K
55,Private,Some-college,Male,56,United-States,<=50K
22,Private,HS-grad,Male,41,United-States,<=50K
21,Private,Some-college,Female,40,United-States,<=50K
40,Private,Bachelors,Male,60,United-States,<=50K
30,Private,Bachelors,Male,40,Germany,<=50K
29,State-gov,Bachelors,Male,50,United-States,>50K
19,Private,Some-college,Male,35,United-States,<=50K
47,Private,Bachelors,Female,40,United-States,>50K
31,Private,Assoc-acdm,Male,40,United-States,>50K
35,,HS-grad,Male,40,United-States,<=50K
39,Private,Some-college,Male,40,United-States,<=50K
28,Private,Assoc-acdm,Female,60,United-States,<=50K
37,Private,Bachelors,Male,50,United-States,<=50K
46,Private,Assoc-acdm,Female,36,United-States,<=50K
38,Federal-gov,Masters,Male,40,Iran,>50K
43,Self-emp-not-inc,HS-grad,Male,60,United-States,<=50K
27,Private,Assoc-voc,Female,35,United-States,<=50K
20,Private,Some-college,Male,20,United-States,<=50K
49,Private,Some-college,Male,40,United-States,>50K
61,Self-emp-inc,HS-grad,Male,40,United-States,<=50K
27,Private,Some-college,Female,40,United-States,<=50K
19,Private,Some-college,Male,30,Mexico,<=50K
70,Private,Some-college,Male,40,United-States,<=50K
31,Private,HS-grad,Female,30,United-States,<=50K
22,Private,Some-college,Male,24,United-States,<=50K
36,Private,HS-grad,Female,24,United-States,<=50K
43,,Some-college,Female,40,United-States,<=50K
47,Local-gov,Some-college,Female,38,Mexico,<=50K
34,Private,HS-grad,Female,40,United-States,<=50K
33,Private,Bachelors,Female,40,Philippines,<=50K
21,Private,HS-grad,Male,35,United-States,<=50K
52,,HS-grad,Male,45,United-States,>50K
48,Private,HS-grad,Male,46,United-States,<=50K
23,Private,Bachelors,Male,40,United-States,<=50K
29,Private,HS-grad,Male,60,United-States,<=50K
42,Private,Bachelors,Male,50,United-States,<=50K
68,,1st-4th,Female,20,United-States,<=50K
25,Private,HS-grad,Female,40,United-States,<=50K
44,Self-emp-inc,Masters,Female,40,United-States,<=50K
28,Private,HS-grad,Female,40,England,<=50K
45,Self-emp-not-inc,Masters,Male,40,United-States,>50K
36,Private,Some-college,Female,40,Mexico,<=50K
39,Federal-gov,Assoc-acdm,Male,42,United-States,<=50K
46,State-gov,Masters,Male,40,United-States,<=50K
18,Private,11th,Male,16,United-States,<=50K
66,Local-gov,Assoc-voc,Female,20,United-States,<=50K
28,State-gov,HS-grad,Male,40,United-States,<=50K
27,Private,Bachelors,Male,50,United-States,<=50K
28,State-gov,Bachelors,Male,40,United-States,>50K
27,Private,HS-grad,Female,25,United-States,<=50K
21,Private,HS-grad,Male,40,United-States,<=50K
34,Private,HS-grad,Male,40,United-States,<=50K
18,Private,HS-grad,Male,12,United-States,<=50K
33,Private,Bachelors,Male,65,United-States,<=50K
44,Local-gov,Some-college,Male,38,United-States,>50K
43,Private,Some-college,Female,40,United-States,<=50K
30,Private,Some-college,Male,45,United-States,<=50K
40,Private,7th-8th,Male,40,Mexico,>50K
37,Federal-gov,Some-college,Male,42,United-States,>50K
34,Private,HS-grad,Male,40,United-States,<=50K
41,Self-emp-not-inc,Bachelors,Female,40,United-States,<=50K
53,,Bachelors,Female,50,United-States,<=50K
31,Private,Masters,Female,50,United-States,<=50K
58,State-gov,Doctorate,Male,,United-States,>50K
38,Private,Some-college,Female,28,United-States,<=50K
24,Private,Some-college,Male,40,United-States,<=50K
41,Local-gov,Bachelors,Male,40,United-States,<=50K
47,Private,Some-college,Male,45,United-States,<=50K
41,Federal-gov,Bachelors,Male,24,United-States,<=50K
23,Private,5th-6th,Male,40,Mexico,<=50K
36,Private,Some-college,Male,40,United-States,<=50K
24,Self-emp-not-inc,HS-grad,Male,40,United-States,<=50K
19,,HS-grad,Male,40,Italy,<=50K
51,Private,Bachelors,Male,50,United-States,>50K
37,State-gov,HS-grad,Female,35,United-States,<=50K
18,Private,11th,Female,40,United-States,<=50K
35,Private,HS-grad,Male,60,United-States,<=50K
17,Private,11th,Female,12,United-States,<=50K
44,Local-gov,HS-grad,Male,40,United-States,<=50K
37,Private,HS-grad,Male,40,United-States,>50K
35,Private,Some-college,Female,40,United-States,<=50K
60,Private,HS-grad,Male,40,United-States,<=50K
54,Self-emp-inc,7th-8th,Male,40,United-States,>50K
37,Private,Bachelors,Male,60,United-States,>50K
50,Private,Assoc-acdm,Female,40,United-States,<=50K
38,Private,Bachelors,Male,50,Poland,<=50K
45,Private,Bachelors,Male,55,United-States,<=50K
25,Private,10th,Male,40,United-States,<=50K
31,Private,Some-college,Male,40,United-States,<=50K
64,,1st-4th,Male,40,United-States,<=50K
54,Private,HS-grad,Male,20,United-States,<=50K
53,Local-gov,Preschool,Female,35,United-States,<=50K
18,Private,HS-grad,Female,40,United-States,<=50K
60,,10th,Female,10,United-States,<=50K
75,Private,Assoc-voc,Female,20,Columbia,<=50K
65,Private,HS-grad,Female,40,United-States,<=50K
41,Private,HS-grad,Female,38,United-States,<=50K
25,Private,Some-college,Male,42,United-States,<=50K
33,Private,Some-college,Female,40,United-States,<=50K
28,Private,Prof-school,Male,55,United-States,>50K
59,State-gov,HS-grad,Male,40,United-States,<=50K
40,State-gov,Some-college,Female,38,United-States,<=50K
41,Private,Bachelors,Male,50,Iran,>50K
38,Local-gov,Masters,Male,70,United-States,>50K
23,Private,HS-grad,Male,40,United-States,<=50K
40,Private,Bachelors,Male,40,United-States,>50K
41,Self-emp-not-inc,HS-grad,Female,20,United-States,<=50K
24,State-gov,Assoc-acdm,Male,50,United-States,<=50K
20,,Some-college,Male,20,United-States,<=50K
56,Private,HS-grad,Male,35,,<=50K
58,Private,HS-grad,Male,45,United-States,>50K
32,Private,HS-grad,Female,34,United-States,<=50K
45,Private,HS-grad,Male,40,,<=50K
41,Private,Prof-school,Female,40,United-States,>50K
42,Private,Bachelors,Female,40,United-States,<=50K
59,Local-gov,10th,Female,30,United-States,<=50K
19,Local-gov,Some-college,Male,40,United-States,<=50K
58,Private,Some-college,Male,20,United-States,<=50K
42,Self-emp-not-inc,HS-grad,Male,40,Cambodia,>50K
20,Private,HS-grad,Female,40,United-States,<=50K
32,Private,HS-grad,Female,30,United-States,<=50K
45,Private,Assoc-voc,Female,45,United-States,<=50K
50,Private,7th-8th,Male,40,United-States,<=50K
36,Private,Bachelors,Female,40,United-States,<=50K
45,Private,HS-grad,Male,60,United-States,<=50K
17,Private,11th,Male,12,United-States,<=50K
26,Private,11th,Male,40,United-States,<=50K
37,Self-emp-inc,Some-college,Male,75,Thailand,>50K
19,,Some-college,Male,24,Canada,<=50K
64,Private,HS-grad,Male,40,United-States,>50K
33,Private,Bachelors,Female,45,United-States,<=50K
33,Private,HS-grad,Female,40,United-States,>50K
61,Private,HS-grad,Male,40,United-States,>50K
27,Local-gov,Masters,Male,35,United-States,<=50K
30,Private,HS-grad,Female,40,United-States,<=50K
43,Private,HS-grad,Male,40,United-States,<=50K
35,Private,Some-college,Female,40,United-States,<=50K
25,Private,Some-college,Female,40,United-States,<=50K
22,Private,Bachelors,Female,15,Germany,<=50K
34,Private,Assoc-acdm,Female,45,United-States,<=50K
60,Private,Bachelors,Female,42,United-States,<=50K
21,Private,HS-grad,Male,40,United-States,<=50K
41,Private,Prof-school,Male,60,United-States,>50K
50,Private,Some-college,Male,45,United-States,<=50K
25,Private,Bachelors,Female,40,United-States,<=50K
50,Private,7th-8th,Male,40,Ecuador,<=50K
36,Private,Bachelors,Male,45,United-States,<=50K
31,Private,HS-grad,Female,40,United-States,<=50K
29,Local-gov,Bachelors,Male,56,United-States,<=50K
21,Private,Some-college,Male,45,United-States,<=50K
27,Private,Bachelors,Female,40,United-States,<=50K
65,Private,HS-grad,Male,16,United-States,<=50K
37,Self-emp-inc,Bachelors,Female,60,United-States,<=50K
24,Private,HS-grad,Male,40,United-States,<=50K
38,Private,HS-grad,Male,80,United-States,<=50K
21,Private,Some-college,Female,25,United-States,<=50K
31,Private,HS-grad,Male,45,United-States,>50K
24,Private,Some-college,Female,40,Laos,<=50K
43,Private,HS-grad,Female,40,United-States,<=50K
26,Private,Assoc-acdm,Male,45,United-States,<=50K
46,Private,Assoc-acdm,Female,33,United-States,<=50K
35,Private,Assoc-acdm,Male,40,United-States,>50K
41,Self-emp-inc,Some-college,Male,54,United-States,>50K
26,Private,Bachelors,Male,40,United-States,<=50K
19,,Some-college,Female,25,United-States,<=50K
36,Self-emp-not-inc,Bachelors,Female,40,United-States,>50K
22,Private,Some-college,Male,15,United-States,<=50K
24,Private,Some-college,Male,40,United-States,<=50K
77,Self-emp-not-inc,Some-college,Male,40,United-States,<=50K
22,Private,5th-6th,Female,40,Mexico,<=50K
29,Private,Some-college,Female,40,United-States,<=50K
62,Private,HS-grad,Female,24,United-States,<=50K
39,Self-emp-not-inc,HS-grad,Male,40,United-States,<=50K
35,Private,HS-grad,Male,45,United-States,<=50K
29,Private,11th,Female,40,United-States,<=50K
76,Self-emp-not-inc,Masters,Male,10,United-States,<=50K
63,Self-emp-not-inc,HS-grad,Male,45,United-States,<=50K
23,,Assoc-voc,Female,15,United-States,<=50K
58,Self-emp-not-inc,HS-grad,Male,40,United-States,<=50K
41,Private,Some-college,Male,45,United-States,<=50K
26,Private,Bachelors,Male,40,United-States,<=50K
47,Private,Assoc-voc,Male,40,United-States,<=50K
55,Local-gov,10th,Male,40,United-States,<=50K
53,Private,HS-grad,Male,40,United-States,<=50K
17,Private,5th-6th,Male,48,Mexico,<=50K
30,Private,HS-grad,Male,40,United-States,<=50K
49,Private,Masters,Male,60,United-States,<=50K
19,Private,HS-grad,Male,30,Haiti,<=50K
45,Private,HS-grad,Male,40,United-States,<=50K
26,Private,Assoc-acdm,Male,40,United-States,<=50K
33,Private,HS-grad,Male,20,United-States,<=50K
22,State-gov,Some-college,Female,40,United-States,<=50K
43,Self-emp-not-inc,Bachelors,Male,42,United-States,<=50K
67,,11th,Male,,United-States,<=50K
30,,Assoc-voc,Female,40,United-States,<=50K
56,Private,Assoc-acdm,Male,25,Iran,<=50K
31,Private,Bachelors,Male,25,United-States,<=50K
33,Private,Bachelors,Male,40,United-States,>50K
26,Private,HS-grad,Male,40,United-States,<=50K
33,Private,Bachelors,Male,40,United-States,>50K
46,Local-gov,11th,Male,30,United-States,<=50K
59,,Bachelors,Male,40,United-States,>50K
38,Federal-gov,HS-grad,Male,40,United-States,>50K
65,Private,11th,Male,40,United-States,<=50K
40,Private,Assoc-voc,Male,40,United-States,>50K
42,Private,HS-grad,Female,35,United-States,<=50K
26,Self-emp-not-inc,9th,Male,40,Portugal,<=50K
36,Private,10th,Female,24,United-States,<=50K
62,Private,Masters,Male,40,United-States,>50K
43,Private,Bachelors,Male,45,United-States,<=50K
22,Private,HS-grad,Male,55,United-States,<=50K
28,Private,HS-grad,Male,40,United-States,<=50K
56,Self-emp-not-inc,Some-college,Male,45,United-States,<=50K
22,Private,Assoc-acdm,Female,15,United-States,<=50K
57,Private,Bachelors,Female,45,United-States,>50K
39,Private,HS-grad,Female,40,United-States,<=50K
26,Federal-gov,Some-college,Female,15,United-States,<=50K
17,Private,11th,Male,10,United-States,<=50K
40,State-gov,Assoc-voc,Male,38,United-States,>50K
45,Private,HS-grad,Male,40,United-States,<=50K
44,Private,HS-grad,Male,40,United-States,<=50K
20,Local-gov,Some-college,Female,10,United-States,<=50K
33,Private,HS-grad,Female,40,United-States,<=50K
23,Private,Some-college,Male,40,United-States,<=50K
46,Self-emp-not-inc,Masters,Male,30,United-States,<=50K
38,Private,HS-grad,Male,50,United-States,<=50K
54,Private,HS-grad,Male,40,United-States,<=50K
25,Private,Some-college,Male,40,United-States,<=50K
46,Private,Some-college,Female,40,United-States,<=50K
36,Local-gov,Some-college,Female,40,United-States,<=50K
23,Private,HS-grad,Female,25,United-States,<=50K
29,Private,HS-grad,Male,40,United-States,<=50K
19,Private,Some-college,Female,16,United-States,<=50K
19,Private,HS-grad,Female,40,United-States,<=50K
35,Private,HS-grad,Female,40,United-States,>50K
27,Private,Bachelors,Male,50,United-States,<=50K
46,Self-emp-not-inc,Assoc-acdm,Male,40,United-States,<=50K
34,Private,HS-grad,Female,35,United-States,<=50K
44,Private,Some-college,Male,40,United-States,<=50K
45,Private,Some-college,Female,40,United-States,<=50K
20,,HS-grad,Female,35,United-States,<=50K
25,Private,Bachelors,Male,55,United-States,>50K
52,Self-emp-inc,Bachelors,Male,50,United-States,>50K
20,Private,Some-college,Male,40,United-States,<=50K
28,Private,Some-college,Female,40,United-States,<=50K
50,State-gov,Bachelors,Male,40,United-States,>50K
34,Private,Assoc-voc,Female,64,United-States,<=50K
28,Private,HS-grad,Male,40,United-States,<=50K
46,Self-emp-not-inc,HS-grad,Male,25,United-States,<=50K
32,Private,Some-college,Male,50,United-States,<=50K
41,Local-gov,Some-college,Female,24,United-States,<=50K
24,Private,HS-grad,Female,40,United-States,<=50K
33,Private,Some-college,Female,40,United-States,<=50K
31,State-gov,Some-college,Male,40,United-States,<=50K
35,Private,12th,Male,50,United-States,>50K
52,Private,1st-4th,Male,40,Mexico,<=50K
30,Private,11th,Female,19,United-States,<=50K
34,Local-gov,11th,Male,40,United-States,<=50K
34,State-gov,HS-grad,Female,40,United-States,<=50K
20,Private,Some-college,Male,30,United-States,<=50K
32,State-gov,Bachelors,Female,40,United-States,>50K
29,Private,HS-grad,Male,40,United-States,<=50K
33,Private,10th,Female,35,United-States,<=50K
25,Private,HS-grad,Male,60,United-States,<=50K
23,Private,HS-grad,Male,72,Dominican-Republic,<=50K
63,Self-emp-inc,HS-grad,Male,40,United-States,>50K
47,Local-gov,Masters,Male,40,United-States,<=50K
80,,HS-grad,Male,24,United-States,<=50K
17,,11th,Male,40,United-States,<=50K
30,Private,Assoc-acdm,Female,25,United-States,>50K
33,Private,Masters,Male,50,United-States,>50K
34,Local-gov,Some-college,Female,40,United-States,<=50K
23,Private,Some-college,Male,40,United-States,<=50K
42,Local-gov,Some-college,Female,40,United-States,<=50K
29,Private,Bachelors,Male,40,United-States,<=50K
45,Private,HS-grad,Female,28,United-States,<=50K
24,Federal-gov,HS-grad,Male,40,United-States,<=50K
44,Private,Some-college,Male,40,United-States,>50K
27,Private,9th,Male,40,Mexico,<=50K
20,Private,Some-college,Male,35,United-States,<=50K
44,Private,HS-grad,Female,40,United-States,<=50K
51,Private,HS-grad,Male,40,United-States,<=50K
20,Private,HS-grad,Male,40,United-States,<=50K
17,,11th,Female,,United-States,<=50K
19,Private,HS-grad,Female,40,United-States,<=50K
45,Self-emp-inc,Some-college,Male,55,United-States,>50K
60,Private,HS-grad,Male,40,United-States,>50K
42,Private,Assoc-acdm,Male,40,,>50K
44,Self-emp-not-inc,HS-grad,Female,40,United-States,>50K
40,Private,Assoc-voc,Male,40,United-States,>50K
30,Private,HS-grad,Female,40,United-States,<=50K
38,Private,Some-college,Male,50,United-States,<=50K
23,Private,HS-grad,Male,60,United-States,<=50K
32,,Some-college,Male,40,United-States,<=50K
44,Private,Assoc-acdm,Male,40,United-States,<=50K
54,Local-gov,HS-grad,Male,40,United-States,<=50K
32,Private,Bachelors,Male,50,United-States,<=50K
50,Private,1st-4th,Male,40,United-States,<=50K
24,Private,Bachelors,Female,20,United-States,<=50K
37,Private,HS-grad,Female,60,United-States,<=50K
52,Private,HS-grad,Male,40,United-States,<=50K
38,Private,Some-college,Male,40,United-States,<=50K
30,Private,Bachelors,Female,16,United-States,>50K
60,Private,Some-college,Male,40,United-States,>50K
22,,Some-college,Male,40,United-States,<=50K
35,Private,HS-grad,Male,40,United-States,<=50K
30,Private,HS-grad,Male,60,United-States,<=50K
67,Private,Assoc-voc,Female,24,United-States,<=50K
46,Private,Bachelors,Female,40,United-States,<=50K
17,Private,9th,Male,,United-States,<=50K
22,Private,Some-college,Male,30,United-States,<=50K
27,Private,10th,Male,40,United-States,<=50K
23,Private,HS-grad,Female,35,United-States,<=50K
33,Private,Assoc-acdm,Male,45,Portugal,<=50K
43,Self-emp-not-inc,Some-college,Male,20,United-States,<=50K
28,State-gov,Bachelors,Male,20,United-States,<=50K
41,Private,HS-grad,Female,40,United-States,<=50K
25,Private,Some-college,Female,20,United-States,<=50K
63,,1st-4th,Male,35,United-States,<=50K
59,Local-gov,HS-grad,Male,45,United-States,<=50K
45,Local-gov,Bachelors,Female,40,United-States,<=50K
40,Private,HS-grad,Female,35,United-States,<=50K
46,Federal-gov,HS-grad,Male,40,United-States,<=50K
35,Private,Assoc-acdm,Female,60,United-States,<=50K
34,Private,HS-grad,Female,25,United-States,<=50K
33,Private,Bachelors,Male,20,United-States,<=50K
41,Private,HS-grad,Female,36,United-States,<=50K
20,Private,Some-college,Male,40,United-States,<=50K
23,Private,5th-6th,Male,40,El-Salvador,<=50K
26,Private,Some-college,Female,35,United-States,<=50K
72,,HS-grad,Male,20,United-States,<=50K
23,Local-gov,HS-grad,Male,40,Poland,<=50K
62,Local-gov,HS-grad,Male,40,United-States,<=50K
52,Private,Some-college,Male,40,United-States,<=50K
58,Private,Some-college,Female,42,France,<=50K
25,Private,Bachelors,Female,40,United-States,<=50K
24,Private,Bachelors,Male,40,United-States,<=50K
19,Private,Some-college,Male,,United-States,<=50K
43,Private,Some-college,Male,40,United-States,<=50K
47,Local-gov,HS-grad,Female,40,United-States,<=50K
39,Private,HS-grad,Female,40,United-States,<=50K
53,,5th-6th,Female,30,United-States,<=50K
32,Private,Assoc-voc,Male,45,United-States,<=50K
34,Private,Some-college,Male,50,United-States,>50K
28,Private,HS-grad,Male,45,United-States,<=50K
57,,Assoc-voc,Female,38,United-States,<=50K
25,Private,Some-college,Female,20,United-States,<=50K
20,,Some-college,Male,24,United-States,<=50K
21,,Some-college,Female,35,United-States,<=50K
34,Private,Bachelors,Male,50,United-States,>50K
24,Local-gov,Some-college,Male,50,United-States,<=50K
37,Local-gov,Some-college,Male,45,United-States,>50K
44,Private,Some-college,Male,58,United-States,>50K
28,Private,Some-college,Female,40,United-States,<=50K
42,Private,Bachelors,Male,40,United-States,>50K
74,Private,Some-college,Female,,United-States,<=50K
38,Self-emp-not-inc,HS-grad,Male,50,United-States,<=50K
44,Self-emp-not-inc,Masters,Male,40,United-States,<=50K
44,Private,11th,Female,46,Puerto-Rico,<=50K
26,Private,HS-grad,Male,40,United-States,<=50K
36,Private,HS-grad,Male,40,United-States,<=50K
41,Private,Assoc-acdm,Female,50,United-States,>50K
39,Local-gov,12th,Male,50,United-States,<=50K
57,Private,1st-4th,Female,30,United-States,<=50K
29,Private,Assoc-voc,Male,40,United-States,<=50K
31,Self-emp-inc,Bachelors,Female,45,United-States,<=50K
34,,HS-grad,Female,40,United-States,<=50K
44,Private,Some-college,Male,40,United-States,<=50K
29,Private,Doctorate,Male,40,United-States,<=50K
30,Private,Some-college,Female,40,United-States,<=50K
27,Private,HS-grad,Male,40,United-States,<=50K
27,Private,Some-college,Male,50,United-States,<=50K
32,Private,HS-grad,Female,45,United-States,<=50K
58,Private,10th,Female,,United-States,<=50K
35,Local-gov,Some-college,Male,40,United-States,<=50K
21,Private,HS-grad,Male,36,United-States,<=50K
28,Private,Some-college,Male,40,United-States,<=50K
46,Self-emp-not-inc,Some-college,Male,50,United-States,<=50K
36,Self-emp-not-inc,HS-grad,Female,40,United-States,<=50K
72,Private,11th,Female,40,United-States,<=50K
35,Private,HS-grad,Female,40,United-States,<=50K
33,Federal-gov,Assoc-voc,Female,40,United-States,>50K
69,Private,11th,Female,40,United-States,<=50K
35,Private,HS-grad,Male,40,United-States,<=50K
31,Private,HS-grad,Female,20,,<=50K
34,Private,HS-grad,Female,32,United-States,<=50K
30,Private,11th,Male,40,Mexico,<=50K
28,Private,Bachelors,Male,55,United-States,<=50K
54,Private,Bachelors,Male,35,United-States,>50K
47,Private,Some-college,Male,50,United-States,>50K
24,Private,HS-grad,Female,40,United-States,<=50K
52,Self-emp-not-inc,Bachelors,Male,60,United-States,>50K
20,Private,HS-grad,Male,48,United-States,<=50K
45,Private,7th-8th,Female,40,Mexico,<=50K
29,Self-emp-not-inc,HS-grad,Male,35,United-States,<=50K
47,Private,Masters,Male,42,United-States,<=50K
24,Private,HS-grad,Male,40,United-States,<=50K
51,Private,HS-grad,Male,40,United-States,<=50K
17,Private,11th,Male,12,United-States,<=50K
27,Private,Doctorate,Female,70,United-States,<=50K
29,Private,Bachelors,Male,40,United-States,>50K
18,,12th,Male,25,United-States,<=50K
36,Self-emp-not-inc,Assoc-acdm,Female,35,United-States,<=50K
58,Local-gov,Bachelors,Female,40,United-States,<=50K
26,Self-emp-not-inc,Some-college,Male,45,United-States,<=50K
65,,Some-college,Male,30,United-States,>50K
57,Private,HS-grad,Male,40,United-States,>50K
59,Private,HS-grad,Male,40,United-States,<=50K
27,Private,HS-grad,Male,40,United-States,<=50K
31,Self-emp-not-inc,Bachelors,Male,40,United-States,<=50K
21,Private,Some-college,Female,24,United-States,<=50K
29,Private,Some-college,Male,60,United-States,<=50K
18,Private,11th,Male,40,United-States,<=50K
57,Self-emp-inc,Bachelors,Male,80,United-States,<=50K
42,,HS-grad,Male,40,United-States,<=50K
55,,HS-grad,Female,40,United-States,<=50K
60,Private,7th-8th,Male,48,United-States,>50K
23,Private,Bachelors,Female,40,United-States,<=50K
27,Private,HS-grad,Male,40,United-States,<=50K
23,,Some-college,Female,25,United-States,<=50K
49,Private,Bachelors,Female,45,United-States,<=50K
32,Private,Bachelors,Male,40,United-States,<=50K
19,Private,Some-college,Male,28,United-States,<=50K
60,Private,7th-8th,Female,40,United-States,<=50K
42,Local-gov,9th,Male,40,United-States,<=50K
35,Self-emp-not-inc,Assoc-acdm,Male,40,United-States,<=50K
48,Private,HS-grad,Female,37,United-States,<=50K
51,Private,Masters,Male,40,United-States,>50K
29,Private,HS-grad,Male,40,United-States,<=50K
36,Local-gov,HS-grad,Male,40,United-States,<=50K
